id,label,pred,proba,error,kind,demographic_restriction,severity_restriction,negation_in_protocol,missing_sex_field,missing_age_field,missing_icd_field,annotation_ambiguous,rare_guideline,protocol_len,missing_structured_fields
471,0,0,0.0408977262820507,False,correct,False,False,True,False,False,False,False,False,4797,False
295,0,0,0.0637244044870799,False,correct,False,False,True,False,False,False,False,False,4057,False
396,0,0,0.0315899026607179,False,correct,False,False,True,False,False,False,False,False,4385,False
298,1,0,0.2474551962773525,True,FN,False,False,False,False,False,False,False,False,4257,False
852,0,0,0.4594754258832847,False,correct,False,False,True,False,False,False,False,False,10156,False
480,0,1,0.6619088914608726,True,FP,False,False,True,False,False,False,False,False,32765,False
695,0,0,0.2869561617712013,False,correct,False,False,True,False,False,False,False,False,5738,False
333,0,1,0.5408198463154078,True,FP,False,False,True,False,False,False,False,False,32765,False
39,1,1,0.774885146947792,False,correct,False,False,True,True,True,True,False,False,3987,True
749,1,1,0.9233584957791922,False,correct,False,True,True,False,False,False,False,False,4769,False
733,1,1,0.5716681531493742,False,correct,True,False,True,False,False,False,False,False,4131,False
222,1,1,0.9523601700545864,False,correct,False,False,True,True,True,True,False,False,4502,True
126,1,0,0.1104308390694015,True,FN,True,False,True,True,True,True,True,False,4177,True
107,1,0,0.299896301930313,True,FN,False,False,True,True,True,True,False,False,4346,True
181,1,1,0.9600430988496884,False,correct,False,False,True,True,True,True,False,False,4498,True
215,1,1,0.971353661717688,False,correct,False,False,True,True,True,True,False,False,4502,True
366,1,1,0.9926340514112127,False,correct,False,True,True,False,False,False,False,False,3619,False
836,1,1,0.6571364342116921,False,correct,False,False,True,False,False,False,False,False,8580,False
500,1,0,0.3628484503396557,True,FN,False,False,True,False,False,False,False,False,32765,False
562,1,1,0.7808984474393051,False,correct,False,False,True,False,False,False,False,False,32765,False
766,0,0,0.0984998316060596,False,correct,False,False,True,False,False,False,False,False,26986,False
100,1,1,0.867902214216495,False,correct,True,False,True,True,True,False,False,False,4208,True
531,0,0,0.4616602394163666,False,correct,False,False,True,False,False,False,False,False,2734,False
821,1,1,0.9702444520523096,False,correct,False,True,False,False,False,False,False,False,597,False
114,0,0,0.4571374471099496,False,correct,False,False,True,True,True,True,False,False,4566,True
706,0,0,0.3519407076661838,False,correct,False,False,True,False,False,False,False,False,706,False
274,1,1,0.6626297809641609,False,correct,False,False,True,False,False,False,False,False,5014,False
428,1,1,0.6406058137269637,False,correct,False,False,True,False,False,False,False,False,32765,False
700,0,0,0.2174980582702897,False,correct,True,False,True,False,False,False,False,False,2797,False
701,1,1,0.5559535952239715,False,correct,False,False,True,False,False,False,False,False,5082,False
746,1,1,0.9930551263131412,False,correct,False,True,True,False,False,False,False,False,4769,False
322,1,1,0.6616101082297671,False,correct,False,False,True,False,False,False,False,False,1560,False
216,1,1,0.947642875707454,False,correct,False,False,True,True,True,True,False,False,4502,True
443,0,0,0.4262112523155846,False,correct,False,False,True,False,False,False,False,False,7207,False
17,1,1,0.7478378477021805,False,correct,False,False,True,True,True,True,False,False,3854,True
812,0,0,0.1128656958411453,False,correct,False,False,True,False,False,False,False,False,26986,False
773,1,1,0.9268922018882894,False,correct,False,True,True,False,False,False,False,False,7209,False
78,1,1,0.9587485663230452,False,correct,False,False,True,True,True,True,False,False,3961,True
683,0,1,0.6184292994368574,True,FP,False,False,True,False,False,False,False,False,32765,False
606,1,1,0.9567708111701738,False,correct,False,False,True,False,False,False,False,False,32765,False
755,0,0,0.0416926707168343,False,correct,False,False,True,False,False,False,False,False,3373,False
68,1,1,0.98245250941361,False,correct,False,False,True,True,True,True,False,False,3859,True
399,0,1,0.6827012438539634,True,FP,False,False,True,False,False,False,False,False,1990,False
632,1,1,0.6058464438703324,False,correct,False,False,True,False,False,False,False,False,32765,False
529,0,0,0.0030955423901555,False,correct,True,False,True,False,False,False,False,False,2049,False
427,1,1,0.7262951819432384,False,correct,False,False,True,False,False,False,False,False,32765,False
709,1,1,0.9510600483012314,False,correct,False,False,True,False,False,False,False,False,32765,False
743,1,1,0.8171104144939874,False,correct,False,False,True,False,False,False,False,False,32765,False
461,1,1,0.7673261701987726,False,correct,False,False,True,False,False,False,False,False,10042,False
326,1,1,0.6229111371508729,False,correct,False,False,True,False,False,False,False,False,32765,False
841,0,0,0.1362448228199899,False,correct,False,False,True,False,False,False,False,False,8580,False
316,0,0,0.4140727390773136,False,correct,False,False,True,False,False,False,False,False,2131,False
287,0,0,0.3113158505989351,False,correct,False,False,False,False,False,False,False,False,1712,False
204,1,1,0.970970003695878,False,correct,False,False,True,True,True,True,False,False,4529,True
310,1,1,0.9322863872331648,False,correct,False,False,True,False,False,False,False,False,2131,False
305,0,0,0.1475117054008357,False,correct,False,False,True,False,False,False,False,False,32765,False
157,1,1,0.7028967659296619,False,correct,False,False,True,True,True,True,False,False,2058,True
269,1,1,0.7026531548675248,False,correct,False,False,True,False,False,False,False,False,1792,False
577,0,0,0.0605565791139384,False,correct,False,False,True,False,False,False,False,False,6231,False
217,1,1,0.7525887225440803,False,correct,False,False,True,True,True,True,False,False,4502,True
832,0,1,0.5042448136122617,True,FP,False,False,True,False,False,False,False,False,1245,False
564,1,0,0.3358085262656338,True,FN,False,False,True,False,False,False,False,False,32765,False
219,1,1,0.7785508986046902,False,correct,False,False,True,True,True,True,False,False,4502,True
104,1,0,0.4852234408228511,True,FN,False,False,True,True,True,True,False,False,4436,True
551,1,1,0.7386931620138825,False,correct,False,False,True,False,False,False,False,False,13157,False
361,1,1,0.7307081154309663,False,correct,False,False,True,False,False,False,False,False,32765,False
553,0,0,0.0475246759271426,False,correct,False,False,True,False,False,False,False,False,5079,False
228,1,1,0.5639282729438989,False,correct,False,False,True,True,True,True,False,False,4417,True
660,1,0,0.3439850471726303,True,FN,False,False,True,False,False,False,False,False,9107,False
170,1,1,0.946028240634282,False,correct,False,False,True,True,True,True,False,False,4486,True
748,1,1,0.989187761119877,False,correct,False,True,True,False,False,False,False,False,4769,False
77,1,1,0.968860802652044,False,correct,False,False,True,True,True,True,False,False,3961,True
265,1,0,0.1861720373073292,True,FN,False,False,True,False,False,False,False,False,2966,False
30,1,1,0.9323471973281072,False,correct,False,False,True,True,True,True,False,False,3983,True
7,1,1,0.7713289751415093,False,correct,False,False,True,True,True,True,False,False,3443,True
833,1,0,0.2476657914797105,True,FN,False,False,True,False,False,False,False,False,2639,False
785,1,1,0.6621597550197276,False,correct,False,False,True,False,False,False,False,False,26986,False
297,1,1,0.7932599455640292,False,correct,False,False,True,False,False,False,False,False,1493,False
802,0,0,0.2573475394021979,False,correct,False,False,True,False,False,False,False,False,2059,False
388,1,1,0.9606964748381666,False,correct,False,True,True,False,False,False,False,False,7446,False
175,1,1,0.8043762368444852,False,correct,False,False,True,True,True,True,False,False,4486,True
318,0,1,0.6699980841059417,True,FP,False,False,False,False,False,False,False,False,1968,False
590,1,1,0.8823417133107405,False,correct,False,False,True,False,False,False,False,False,32765,False
150,1,0,0.4380545078143136,True,FN,False,False,True,True,True,True,False,False,2363,True
426,1,1,0.7729574080086576,False,correct,False,False,True,False,False,False,False,False,32765,False
604,1,0,0.4715048152689926,True,FN,False,False,True,False,False,False,False,False,4544,False
306,0,0,0.1106848458964203,False,correct,False,False,True,False,False,False,False,False,32765,False
565,0,1,0.9099228474241694,True,FP,False,False,True,False,False,False,False,False,32765,False
152,1,1,0.9192186587042426,False,correct,False,False,True,True,True,True,False,False,2090,True
647,1,0,0.2699592486912295,True,FN,False,False,True,False,False,False,False,False,5606,False
454,0,0,0.2431145983777511,False,correct,False,False,True,False,False,False,False,False,10042,False
670,1,1,0.8418816015046001,False,correct,False,True,True,False,False,False,False,False,12676,False
385,0,1,0.5929426582873375,True,FP,False,False,True,False,False,False,False,False,32765,False
251,1,1,0.7872380097969564,False,correct,False,False,True,False,False,False,False,False,32765,False
739,1,1,0.6277381662484768,False,correct,False,False,True,False,False,False,False,False,32765,False
630,1,1,0.9562938265409948,False,correct,False,False,True,False,False,False,False,False,32765,False
759,1,1,0.708292198447069,False,correct,False,False,True,False,False,False,False,False,26986,False
525,1,0,0.2007779364121741,True,FN,True,False,False,False,False,False,True,False,1756,False
679,1,1,0.8915321686590291,False,correct,False,False,True,False,False,False,False,False,32765,False
131,1,0,0.290225057132302,True,FN,True,False,True,True,True,True,False,False,1198,True
857,1,1,0.627756510015394,False,correct,False,False,True,True,True,True,False,False,2384,True
486,1,1,0.9433425000941452,False,correct,False,False,True,False,False,False,False,False,32765,False
414,0,0,0.2264379247254754,False,correct,False,False,True,False,False,False,False,False,5963,False
610,1,1,0.7808984474393051,False,correct,False,False,True,False,False,False,False,False,32765,False
588,1,0,0.357057060440228,True,FN,False,False,True,False,False,False,False,False,32765,False
714,1,0,0.4799949467730448,True,FN,False,False,True,False,False,False,False,False,32765,False
783,0,0,0.2532921288047173,False,correct,False,False,True,False,False,False,False,False,3932,False
689,1,1,0.9295330953886642,False,correct,False,False,True,False,False,False,False,False,32765,False
552,0,0,0.0194859455330566,False,correct,False,False,True,False,False,False,False,False,5079,False
477,1,1,0.9562938265409948,False,correct,False,False,True,False,False,False,False,False,32765,False
848,1,1,0.9143778464803044,False,correct,False,True,True,False,False,False,False,False,10156,False
256,0,0,0.3333466860975685,False,correct,False,False,True,False,False,False,False,False,32765,False
9,0,0,0.3298919333936297,False,correct,False,False,True,True,True,True,False,False,4666,True
129,0,1,0.759317319202052,True,FP,True,False,True,True,True,True,False,False,1219,True
364,1,0,0.3631875546644466,True,FN,False,False,True,False,False,False,False,False,3619,False
528,0,0,0.058469638041503,False,correct,False,False,True,False,False,False,False,False,2049,False
421,0,0,0.027380830347263,False,correct,False,False,True,False,False,False,False,False,3908,False
38,1,1,0.9661092175103916,False,correct,False,False,True,True,True,True,False,False,3987,True
349,1,1,0.6540881388918054,False,correct,False,False,True,False,False,False,False,False,1764,False
302,0,0,0.1458339657477911,False,correct,False,False,True,False,False,False,False,False,32765,False
484,0,1,0.8814439693777512,True,FP,False,False,True,False,False,False,False,False,32765,False
494,1,1,0.9509226939649824,False,correct,False,False,True,False,False,False,False,False,32765,False
793,1,0,0.3953951646794865,True,FN,False,False,True,False,False,False,False,False,26986,False
110,1,1,0.507381711863388,False,correct,False,False,True,True,True,True,False,False,4507,True
81,0,0,0.1089703236309539,False,correct,True,False,True,True,True,True,False,False,1205,True
239,1,1,0.5306895630437221,False,correct,False,False,True,True,True,False,False,False,5863,True
511,0,0,0.2099207284741635,False,correct,False,False,True,False,False,False,False,False,2390,False
476,1,1,0.946546822998443,False,correct,False,False,True,False,False,False,False,False,32765,False
460,1,1,0.5837701455074981,False,correct,False,False,True,False,False,False,False,False,10042,False
286,1,1,0.9618772212934954,False,correct,False,True,False,False,False,False,False,False,1712,False
614,1,1,0.8667529695808587,False,correct,False,False,True,False,False,False,False,False,32765,False
184,0,1,0.7534252722902272,True,FP,False,False,True,True,True,True,False,False,4498,True
51,1,1,0.8091147668083666,False,correct,False,False,True,True,True,True,False,False,3953,True
757,1,1,0.6938605810854817,False,correct,False,False,True,False,False,False,False,False,1357,False
101,1,1,0.8303179493479916,False,correct,True,False,True,True,True,False,False,False,4408,True
266,1,0,0.4618857101135333,True,FN,False,False,True,False,False,False,False,False,2966,False
692,0,0,0.2129700440970486,False,correct,False,False,True,False,False,False,False,False,5738,False
278,0,0,0.1382356530316983,False,correct,False,False,True,False,False,False,False,False,5014,False
622,1,1,0.5616105024630139,False,correct,False,False,True,False,False,False,False,False,6332,False
719,1,1,0.9908706894097146,False,correct,False,False,True,False,False,False,False,False,11252,False
762,0,0,0.1342390823821615,False,correct,False,False,True,False,False,False,False,False,26986,False
711,1,0,0.3003615863239667,True,FN,False,False,True,False,False,False,False,False,32765,False
249,1,1,0.9430210845987796,False,correct,False,False,True,False,False,False,False,False,32765,False
254,1,1,0.7401334519169956,False,correct,False,False,True,False,False,False,False,False,32765,False
258,1,1,0.8171104144939874,False,correct,False,False,True,False,False,False,False,False,32765,False
581,1,1,0.946546822998443,False,correct,False,False,True,False,False,False,False,False,32765,False
767,1,0,0.4944470558875323,True,FN,False,False,True,False,False,False,False,False,26986,False
136,0,0,0.3482534357266921,False,correct,False,False,True,True,True,True,False,False,2394,True
355,0,0,0.1616844906436874,False,correct,False,False,True,False,False,False,False,False,32765,False
88,0,1,0.5250120259997543,True,FP,True,False,True,True,True,True,False,False,3661,True
82,0,0,0.1112671139025482,False,correct,True,False,True,True,True,True,False,False,1152,True
236,1,1,0.564221120052798,False,correct,False,False,True,True,True,False,False,False,2008,True
633,1,1,0.6486137914542609,False,correct,False,False,True,False,False,False,False,False,32765,False
244,0,1,0.6918287508372661,True,FP,False,False,True,True,True,True,False,False,1758,True
379,0,0,0.1888001874782983,False,correct,False,False,True,False,False,False,False,False,32765,False
76,0,1,0.7753929769217023,True,FP,False,False,True,True,True,True,False,False,3961,True
412,1,1,0.9754602061179398,False,correct,False,False,True,False,False,False,False,False,5963,False
382,0,0,0.152218211770583,False,correct,False,False,True,False,False,False,False,False,32765,False
842,1,1,0.5492067120750961,False,correct,False,False,True,False,False,False,False,False,8580,False
304,1,0,0.3105000853135,True,FN,False,False,True,False,False,False,False,False,32765,False
859,1,0,0.485506805214781,True,FN,False,False,True,True,True,True,False,False,1847,True
350,1,0,0.2682462506557928,True,FN,False,False,False,False,False,False,False,False,2765,False
433,0,0,0.0913662441891185,False,correct,False,False,True,False,False,False,False,False,32765,False
751,1,1,0.5842967331946125,False,correct,False,False,True,False,False,False,False,False,4769,False
18,1,1,0.8473533527203404,False,correct,False,False,True,True,True,True,False,False,3854,True
763,0,0,0.1613815483785933,False,correct,False,False,True,False,False,False,False,False,26986,False
591,1,1,0.920466987965354,False,correct,False,False,True,False,False,False,False,False,32765,False
599,0,0,0.1460520990262289,False,correct,False,False,True,False,False,False,False,False,12278,False
285,1,1,0.9799712019340538,False,correct,False,False,False,False,False,False,False,False,1712,False
847,1,0,0.2316426736420056,True,FN,False,False,True,False,False,False,False,False,10156,False
761,1,1,0.523922164075777,False,correct,False,False,True,False,False,False,False,False,26986,False
119,1,0,0.3109848651794557,True,FN,False,False,True,True,True,True,False,False,3881,True
504,1,1,0.9374970348010044,False,correct,False,False,True,False,False,False,False,False,2390,False
277,0,0,0.1032691849782575,False,correct,False,False,True,False,False,False,False,False,5014,False
800,0,0,0.3371898035727049,False,correct,False,False,True,False,False,False,False,False,2059,False
666,1,1,0.8995259847872575,False,correct,False,False,True,False,False,False,False,False,12676,False
337,0,0,0.1662715303704903,False,correct,False,False,True,False,False,False,False,False,3640,False
176,0,1,0.6812715071677059,True,FP,False,False,True,True,True,True,False,False,4486,True
91,0,1,0.5232795749706162,True,FP,True,False,True,True,True,True,False,False,3661,True
245,1,0,0.4102715681425259,True,FN,False,False,True,False,False,False,False,False,2350,False
467,1,0,0.2291939656430419,True,FN,False,False,True,False,False,False,False,False,9717,False
823,1,1,0.986544904697922,False,correct,False,True,False,False,False,False,False,False,597,False
195,1,1,0.7507365719341107,False,correct,False,False,True,True,True,True,False,False,4634,True
495,1,1,0.9014382991196416,False,correct,False,False,True,False,False,False,False,False,32765,False
571,1,1,0.8936836172205751,False,correct,False,True,True,False,False,False,False,False,4713,False
485,1,1,0.8667529695808587,False,correct,False,False,True,False,False,False,False,False,32765,False
132,1,0,0.3033147908947901,True,FN,True,False,True,True,True,True,False,False,1198,True
685,0,0,0.4518712276571589,False,correct,False,False,True,False,False,False,False,False,32765,False
111,0,0,0.4616477119287052,False,correct,False,False,True,True,True,True,False,False,4507,True
225,1,1,0.946497137627279,False,correct,False,False,True,True,True,True,False,False,4417,True
63,1,1,0.9119135868698444,False,correct,False,False,True,True,True,True,False,False,3859,True
635,1,1,0.5809631362331266,False,correct,False,False,True,False,False,False,False,False,32765,False
218,1,1,0.6770658054853523,False,correct,False,False,True,True,True,True,False,False,4502,True
792,1,0,0.4326764350079428,True,FN,False,False,True,False,False,False,False,False,26986,False
402,1,1,0.7907993300277987,False,correct,False,False,True,False,False,False,False,False,32765,False
309,1,1,0.6951431151628609,False,correct,False,False,True,False,False,False,False,False,32765,False
745,1,1,0.9522049327367575,False,correct,False,False,True,False,False,False,False,False,4769,False
855,0,0,0.0034736288263008,False,correct,True,False,True,False,False,False,False,False,4160,False
243,1,1,0.5930460240723457,False,correct,True,False,True,True,True,False,False,False,3168,True
654,0,0,0.4115120756489018,False,correct,False,False,True,False,False,False,False,False,5350,False
799,1,1,0.9376269220081692,False,correct,False,True,True,False,False,False,False,False,2059,False
46,1,1,0.97495338247281,False,correct,False,False,True,True,True,True,False,False,3987,True
263,1,1,0.9485389446990264,False,correct,False,True,True,False,False,False,False,False,2966,False
99,1,1,0.857085849276846,False,correct,True,False,True,True,True,False,False,False,4110,True
641,1,1,0.9918285478456486,False,correct,False,True,True,False,False,False,False,False,5606,False
22,1,1,0.9558116262894512,False,correct,False,False,True,True,True,True,False,False,3854,True
403,1,1,0.6406058137269637,False,correct,False,False,True,False,False,False,False,False,32765,False
235,1,1,0.9522006020955536,False,correct,False,False,True,True,True,True,False,False,4417,True
267,0,0,0.3496536351983717,False,correct,False,False,True,False,False,False,False,False,2966,False
57,1,1,0.9750670637483532,False,correct,False,False,True,True,True,True,False,False,3953,True
124,0,0,0.3048252791397107,False,correct,True,False,True,True,True,True,False,False,4278,True
240,0,1,0.729437827062025,True,FP,False,False,True,True,True,False,False,False,5863,True
334,1,1,0.7010939507620649,False,correct,False,False,True,False,False,False,False,False,32765,False
291,1,1,0.6340400463987791,False,correct,False,False,False,False,False,False,False,False,1712,False
676,0,0,0.0056465496953098,False,correct,True,False,True,False,False,False,False,False,3915,False
696,0,0,0.433824231747011,False,correct,False,False,True,False,False,False,False,False,5738,False
123,0,0,0.2317979788768927,False,correct,True,False,True,True,True,True,False,False,4192,True
652,0,0,0.0049581910930543,False,correct,True,False,True,False,False,False,False,False,3665,False
143,0,1,0.5572083658403659,True,FP,False,False,True,True,True,True,False,False,2447,True
469,0,0,0.1447316760490388,False,correct,False,False,True,False,False,False,False,False,9717,False
226,1,1,0.9711373716069464,False,correct,False,False,True,True,True,True,False,False,4417,True
411,1,1,0.6606196419665301,False,correct,False,False,True,False,False,False,False,False,32765,False
615,1,1,0.920466987965354,False,correct,False,False,True,False,False,False,False,False,32765,False
777,0,0,0.3210838286161939,False,correct,False,False,True,False,False,False,False,False,7209,False
270,0,0,0.281381531901518,False,correct,True,False,True,False,False,False,False,False,3070,False
850,1,0,0.1919788753187206,True,FN,False,False,True,False,False,False,False,False,10156,False
325,1,1,0.8056204370343861,False,correct,False,False,True,False,False,False,False,False,32765,False
193,1,1,0.9699572666841816,False,correct,False,False,True,True,True,True,False,False,4634,True
658,0,0,0.1990206624801326,False,correct,False,False,True,False,False,False,False,False,9107,False
307,1,0,0.4827492881342953,True,FN,False,False,True,False,False,False,False,False,32765,False
803,1,1,0.6072601405412213,False,correct,False,False,True,False,False,False,False,False,2782,False
659,0,0,0.200375735341263,False,correct,False,False,True,False,False,False,False,False,9107,False
35,1,1,0.9708547553688026,False,correct,False,False,True,True,True,True,False,False,3983,True
726,0,0,0.2265617120287061,False,correct,False,False,True,False,False,False,False,False,11252,False
137,1,0,0.368074529935901,True,FN,False,False,True,True,True,True,False,False,2535,True
716,1,1,0.7411046160666411,False,correct,False,False,True,False,False,False,False,False,32765,False
397,0,0,0.0195869249132917,False,correct,False,False,True,False,False,False,False,False,4385,False
624,0,0,0.0260207886545541,False,correct,False,False,True,False,False,False,False,False,5283,False
673,1,0,0.2603721567897893,True,FN,False,False,True,False,False,False,False,False,12676,False
639,1,1,0.9092662035131004,False,correct,False,False,True,False,False,False,False,False,32765,False
574,1,0,0.3785343230509108,True,FN,False,False,True,False,False,False,False,False,4713,False
625,0,0,0.0533833126771021,False,correct,False,False,True,False,False,False,False,False,5283,False
199,1,0,0.4281387088587321,True,FN,False,False,True,True,True,True,False,False,4634,True
705,1,1,0.6641892712877525,False,correct,False,False,True,False,False,False,False,False,1319,False
161,1,1,0.8430883227052893,False,correct,False,False,True,True,True,True,False,False,1993,True
690,1,1,0.849673002031045,False,correct,False,False,True,False,False,False,False,False,5738,False
93,1,1,0.7886876336346225,False,correct,True,False,True,True,True,True,False,False,2160,True
342,0,0,0.2224241726626937,False,correct,False,False,True,False,False,False,False,False,3640,False
169,1,1,0.8089854367465229,False,correct,False,False,True,True,True,True,False,False,1809,True
510,1,0,0.4440146298840765,True,FN,False,False,True,False,False,False,False,False,2390,False
548,1,0,0.2187449778370937,True,FN,False,False,True,False,False,False,False,False,7485,False
730,1,1,0.6157047961365062,False,correct,False,False,True,False,False,False,False,False,5082,False
449,0,0,0.4790801692084327,False,correct,False,False,True,False,False,False,False,False,1318,False
187,1,1,0.6268753428124183,False,correct,False,False,True,True,True,True,False,False,4498,True
186,1,1,0.7944274753208318,False,correct,False,False,True,True,True,True,False,False,4498,True
419,0,0,0.2406011344874002,False,correct,False,False,True,False,False,False,False,False,5963,False
356,1,0,0.3280054598582066,True,FN,False,False,True,False,False,False,False,False,32765,False
678,0,0,0.4753103047173695,False,correct,False,False,True,False,False,False,False,False,1803,False
324,1,1,0.712936121252564,False,correct,False,False,True,False,False,False,False,False,32765,False
830,0,0,0.0412298795348279,False,correct,False,False,True,False,False,False,False,False,2057,False
675,0,0,0.0673654650343074,False,correct,False,False,True,False,False,False,False,False,3915,False
31,1,1,0.7795018062459076,False,correct,False,False,True,True,True,True,False,False,3983,True
629,1,1,0.946546822998443,False,correct,False,False,True,False,False,False,False,False,32765,False
473,0,0,0.0035336673958993,False,correct,True,False,True,False,False,False,False,False,4797,False
542,1,1,0.9092662035131004,False,correct,False,False,True,False,False,False,False,False,32765,False
1,1,1,0.6384013170092463,False,correct,False,False,True,True,True,False,False,False,2520,True
534,1,1,0.9014382991196416,False,correct,False,False,True,False,False,False,False,False,32765,False
407,0,0,0.152218211770583,False,correct,False,False,True,False,False,False,False,False,32765,False
839,1,0,0.3871045305586634,True,FN,False,False,True,False,False,False,False,False,8580,False
713,1,1,0.5494126413217121,False,correct,False,False,True,False,False,False,False,False,32765,False
547,1,1,0.9741500282964988,False,correct,False,True,True,False,False,False,False,False,7485,False
282,0,0,0.496217122493616,False,correct,False,False,True,False,False,False,False,False,5014,False
153,1,1,0.7619818142690287,False,correct,False,False,True,True,True,True,False,False,2090,True
122,0,0,0.2903318845891811,False,correct,True,False,True,True,True,True,False,False,3585,True
185,0,1,0.7858400781387025,True,FP,False,False,True,True,True,True,False,False,4498,True
420,1,1,0.7262828653054121,False,correct,False,False,True,False,False,False,False,False,9756,False
21,1,1,0.6200867584094161,False,correct,False,False,True,True,True,True,False,False,3854,True
395,1,1,0.6808688071480171,False,correct,False,False,False,False,False,False,False,False,1479,False
631,1,1,0.9017343771580236,False,correct,False,False,True,False,False,False,False,False,32765,False
425,0,0,0.4000910162109125,False,correct,False,False,True,False,False,False,False,False,5082,False
367,0,1,0.7287565014858381,True,FP,False,False,True,False,False,False,False,False,3619,False
487,0,1,0.72933545027634,True,FP,False,False,False,False,False,False,False,False,630,False
674,0,0,0.0245025865525349,False,correct,False,False,True,False,False,False,False,False,3915,False
708,1,1,0.921811847697094,False,correct,False,False,True,False,False,False,False,False,32765,False
756,0,0,0.002949392594193,False,correct,True,False,True,False,False,False,False,False,3373,False
648,1,1,0.6168319171805579,False,correct,False,False,True,False,False,False,False,False,6133,False
472,0,0,0.0284228085623139,False,correct,False,False,True,False,False,False,False,False,4797,False
408,0,0,0.0913662441891185,False,correct,False,False,True,False,False,False,False,False,32765,False
789,0,0,0.3042106912755067,False,correct,False,False,True,False,False,False,False,False,26986,False
257,1,1,0.8986786573243787,False,correct,False,False,True,False,False,False,False,False,32765,False
296,0,0,0.0034796173023685,False,correct,True,False,True,False,False,False,False,False,4057,False
556,0,0,0.1805617811211395,False,correct,False,False,True,False,False,False,False,False,7092,False
780,0,0,0.04328262224349,False,correct,False,False,True,False,False,False,False,False,5999,False
858,0,1,0.6380179124632044,True,FP,False,False,True,True,True,True,False,False,1542,True
854,0,0,0.0551147759247388,False,correct,False,False,True,False,False,False,False,False,4160,False
682,1,0,0.3003615863239667,True,FN,False,False,True,False,False,False,False,False,32765,False
183,1,1,0.9382418808905768,False,correct,False,False,True,True,True,True,False,False,4498,True
376,1,1,0.712936121252564,False,correct,False,False,True,False,False,False,False,False,32765,False
646,1,0,0.4885155623415843,True,FN,False,False,True,False,False,False,False,False,5606,False
16,1,1,0.9673460849341872,False,correct,False,False,True,True,True,True,False,False,3854,True
14,1,1,0.9890982907626976,False,correct,False,False,True,True,True,True,False,False,3854,True
300,1,1,0.7262951819432384,False,correct,False,False,True,False,False,False,False,False,32765,False
156,1,1,0.8559077740217698,False,correct,False,False,True,True,True,True,False,False,2058,True
702,0,0,0.0180282257576438,False,correct,False,False,True,False,False,False,False,False,6290,False
96,1,1,0.8272520359120412,False,correct,True,False,True,True,True,True,False,False,2289,True
62,1,1,0.8475801401723292,False,correct,False,False,True,True,True,True,False,False,3859,True
281,0,0,0.08960917546007,False,correct,False,False,True,False,False,False,False,False,5014,False
89,0,1,0.5271055254942891,True,FP,True,False,True,True,True,True,False,False,3696,True
20,1,1,0.744157954225583,False,correct,False,False,True,True,True,True,False,False,3854,True
102,1,1,0.829356973893581,False,correct,True,False,True,True,True,False,False,False,4308,True
820,1,1,0.992491223289986,False,correct,False,False,False,False,False,False,False,False,597,False
229,1,1,0.6753701299194897,False,correct,False,False,True,True,True,True,False,False,4417,True
636,1,0,0.3628484503396557,True,FN,False,False,True,False,False,False,False,False,32765,False
