feature,coefficient,abs_coefficient,category
title_tfidf__систолический,-0.4736320109504817,0.4736320109504817,lexical
narrative_tfidf__жёсткий,0.4712071468592855,0.4712071468592855,lexical
title_tfidf__илеоцекальный,-0.469211807808614,0.469211807808614,lexical
narrative_tfidf__мкг,0.46821123081743454,0.46821123081743454,lexical
title_tfidf__доказать,-0.467476207240366,0.467476207240366,lexical
title_tfidf__положительный,-0.467476207240366,0.467476207240366,lexical
title_tfidf__эффект,-0.467476207240366,0.467476207240366,lexical
title_tfidf__холецистит,0.46647624550082645,0.46647624550082645,lexical
title_tfidf__калькулёзный,0.46647624550082645,0.46647624550082645,lexical
narrative_tfidf__мина,-0.4548473270720702,0.4548473270720702,lexical
h8_numeric__age_contradiction,-0.45149529371294095,0.45149529371294095,contradiction
narrative_tfidf__стул,-0.44103307645124895,0.44103307645124895,lexical
narrative_tfidf__лоно,-0.4363464898167294,0.4363464898167294,lexical
narrative_tfidf__отечь,0.4311013483083759,0.4311013483083759,lexical
narrative_tfidf__проявление,0.4271041357972121,0.4271041357972121,lexical
narrative_tfidf__нога,0.4248598568988908,0.4248598568988908,lexical
narrative_tfidf__форма,-0.4225920057635201,0.4225920057635201,lexical
narrative_tfidf__небольшой,-0.42142010989792644,0.42142010989792644,lexical
narrative_tfidf__сухой,0.4191617846687804,0.4191617846687804,lexical
narrative_tfidf__пастозность,-0.41646727652461035,0.41646727652461035,lexical
narrative_tfidf__принимать,0.4106016854757608,0.4106016854757608,lexical
narrative_tfidf__выделение,-0.40880113604212037,0.40880113604212037,lexical
title_tfidf__жкт,-0.40429947397745297,0.40429947397745297,lexical
title_tfidf__поражение,-0.40429947397745297,0.40429947397745297,lexical
title_tfidf__верхний,-0.40429947397745297,0.40429947397745297,lexical
narrative_tfidf__поясничный,0.4018612586778228,0.4018612586778228,lexical
narrative_tfidf__сердечный,0.3974487019938865,0.3974487019938865,lexical
title_tfidf__сердечный,0.3953223808764314,0.3953223808764314,lexical
title_tfidf__недостаточность,0.3953223808764314,0.3953223808764314,lexical
narrative_tfidf__питание,-0.38441825998205953,0.38441825998205953,lexical
narrative_tfidf__незначительный,0.3732353411695723,0.3732353411695723,lexical
narrative_tfidf__левотироксин,0.370825766925472,0.370825766925472,lexical
narrative_tfidf__стенозировать,-0.3696362620826835,0.3696362620826835,lexical
narrative_tfidf__илеоколит,-0.3618817668665098,0.3618817668665098,lexical
title_tfidf__ребёнок,-0.3618254103551316,0.3618254103551316,lexical
title_tfidf__гипертензия,0.35833504583918596,0.35833504583918596,lexical
title_tfidf__артериальный,0.35833504583918596,0.35833504583918596,lexical
narrative_tfidf__регулярный,-0.3564318205304846,0.3564318205304846,lexical
narrative_tfidf__онемение,-0.35603221477863184,0.35603221477863184,lexical
narrative_tfidf__распределить,-0.35488547280828736,0.35488547280828736,lexical
narrative_tfidf__натрий,0.3540582136409488,0.3540582136409488,lexical
narrative_tfidf__смотреть,0.35280179043020937,0.35280179043020937,lexical
narrative_tfidf__предъявлять,0.35267770435747914,0.35267770435747914,lexical
numeric__has_structured_header,-0.35243469098403224,0.35243469098403224,structural
narrative_tfidf__норма,0.35170620077392734,0.35170620077392734,lexical
narrative_tfidf__пастернацкий,0.35046075316969844,0.35046075316969844,lexical
title_tfidf__инфекция,-0.34967879057310997,0.34967879057310997,lexical
title_tfidf__рylori,-0.34967879057310997,0.34967879057310997,lexical
title_tfidf__эрадикационный,-0.34967879057310997,0.34967879057310997,lexical
narrative_tfidf__жкб,0.34858828172510686,0.34858828172510686,lexical
narrative_tfidf__ммоль,0.3470578672823427,0.3470578672823427,lexical
narrative_tfidf__сут,-0.3470034989604522,0.3470034989604522,lexical
narrative_tfidf__налёт,0.3469160291976986,0.3469160291976986,lexical
narrative_tfidf__ограничение,-0.3467651829215129,0.3467651829215129,lexical
narrative_tfidf__заболевание,-0.3466131472504348,0.3466131472504348,lexical
narrative_tfidf__уровень,0.34431559548103546,0.34431559548103546,lexical
narrative_tfidf__тремор,-0.3430856041732744,0.3430856041732744,lexical
narrative_tfidf__узел,-0.34303662301277793,0.34303662301277793,lexical
title_tfidf__дуоденит,-0.343010208321211,0.343010208321211,lexical
title_tfidf__гастрит,-0.343010208321211,0.343010208321211,lexical
narrative_tfidf__достаточный,-0.3428402361033706,0.3428402361033706,lexical
narrative_tfidf__наблюдаться,-0.34074353128595003,0.34074353128595003,lexical
narrative_tfidf__селезёнка,0.33956299733019457,0.33956299733019457,lexical
h8_numeric__contradiction_density,-0.33903656381197045,0.33903656381197045,contradiction
narrative_tfidf__отправление,0.3360753742804066,0.3360753742804066,lexical
narrative_tfidf__отрицательный,0.3353659887827301,0.3353659887827301,negation
narrative_tfidf__также,0.329574262387273,0.329574262387273,lexical
narrative_tfidf__гр,-0.32827659741298904,0.32827659741298904,lexical
narrative_tfidf__рект,-0.328099478001183,0.328099478001183,lexical
title_tfidf__лечение,0.32605556784977047,0.32605556784977047,lexical
narrative_tfidf__рекомендовать,-0.325408128513693,0.325408128513693,lexical
narrative_tfidf__обл,-0.31980090603051003,0.31980090603051003,lexical
narrative_tfidf__липопротеид,0.31889064360710556,0.31889064360710556,lexical
narrative_tfidf__плотность,0.31889064360710556,0.31889064360710556,lexical
narrative_tfidf__консультация,0.31879953571677333,0.31879953571677333,lexical
narrative_tfidf__жалоба,0.3187608831963683,0.3187608831963683,lexical
narrative_tfidf__кардиолог,0.3167269559578134,0.3167269559578134,lexical
narrative_tfidf__течение,-0.31636008397530746,0.31636008397530746,lexical
title_tfidf__дисфункция,-0.3139554929292457,0.3139554929292457,lexical
narrative_tfidf__инв,-0.3126453839496002,0.3126453839496002,lexical
title_tfidf__толстой,0.31264188469078646,0.31264188469078646,lexical
narrative_tfidf__лёгкий,-0.31220700530148543,0.31220700530148543,lexical
title_tfidf__гонартроз,-0.31216430295941716,0.31216430295941716,lexical
narrative_tfidf__повышение,0.31211843608193673,0.31211843608193673,lexical
narrative_tfidf__приём,-0.31169363800444916,0.31169363800444916,lexical
title_tfidf__эрозивный,0.31136933608068135,0.31136933608068135,lexical
title_tfidf__кишка,-0.3095174050161059,0.3095174050161059,lexical
narrative_tfidf__неустойчивый,-0.30884498315752273,0.30884498315752273,lexical
narrative_tfidf__ммм,0.30861225763034456,0.30861225763034456,lexical
narrative_tfidf__симптом,0.3068165831172906,0.3068165831172906,lexical
narrative_tfidf__осмотр,-0.30570779184835395,0.30570779184835395,lexical
narrative_tfidf__глазной,0.3048535351736843,0.3048535351736843,lexical
narrative_tfidf__поколачивание,0.3042680803310657,0.3042680803310657,lexical
narrative_tfidf__колопроктологический,-0.3029704155172147,0.3029704155172147,lexical
narrative_tfidf__локб,-0.3018724577604769,0.3018724577604769,lexical
narrative_tfidf__движение,-0.3015600328735651,0.3015600328735651,lexical
narrative_tfidf__сон,-0.2998279865695345,0.2998279865695345,lexical
narrative_tfidf__отсутствовать,0.29973095955818013,0.29973095955818013,negation
narrative_tfidf__нарушить,-0.2994482529121244,0.2994482529121244,lexical
title_tfidf__постменопауза,-0.29938938058115766,0.29938938058115766,lexical
narrative_tfidf__периферический,0.29824707850280685,0.29824707850280685,lexical
narrative_tfidf__край,-0.29613036884825966,0.29613036884825966,lexical
title_tfidf__мочекаменный,0.2942158403243935,0.2942158403243935,lexical
narrative_tfidf__основной,-0.2920717133360115,0.2920717133360115,lexical
narrative_tfidf__последний,-0.290418623031059,0.290418623031059,lexical
narrative_tfidf__ощеий,0.2893101090659347,0.2893101090659347,lexical
narrative_tfidf__тупость,0.2885191519579481,0.2885191519579481,lexical
narrative_tfidf__аускультативный,-0.28438072420718363,0.28438072420718363,lexical
narrative_tfidf__половина,0.2818930720990366,0.2818930720990366,lexical
narrative_tfidf__кишечник,-0.28156181911440414,0.28156181911440414,lexical
narrative_tfidf__кг,0.2795077468179449,0.2795077468179449,lexical
narrative_tfidf__всд,0.2789825680138594,0.2789825680138594,lexical
title_tfidf__хронический,-0.2778649959667731,0.2778649959667731,lexical
narrative_tfidf__дефекация,-0.27633718230778354,0.27633718230778354,lexical
narrative_tfidf__анализ,0.27550377619237565,0.27550377619237565,lexical
narrative_tfidf__проверить,0.27507227588890354,0.27507227588890354,lexical
narrative_tfidf__система,0.2750532259805817,0.2750532259805817,lexical
narrative_tfidf__ттг,0.2735580299229152,0.2735580299229152,lexical
narrative_tfidf__покров,0.2729817650952282,0.2729817650952282,lexical
narrative_tfidf__смещать,0.2728718784195628,0.2728718784195628,lexical
narrative_tfidf__нагрузка,0.27275405700822314,0.27275405700822314,lexical
narrative_tfidf__результат,0.27221799543537456,0.27221799543537456,lexical
h8_numeric__severity_match,0.27135088199689733,0.27135088199689733,contradiction
narrative_tfidf__рёберный,-0.26917015304526365,0.26917015304526365,lexical
narrative_tfidf__дуга,-0.26917015304526365,0.26917015304526365,lexical
title_tfidf__активный,0.26894414643778164,0.26894414643778164,lexical
title_tfidf__тяжёлый,0.26894414643778164,0.26894414643778164,lexical
title_tfidf__течение,0.26894414643778164,0.26894414643778164,lexical
title_tfidf__любой,0.26894414643778164,0.26894414643778164,lexical
narrative_tfidf__болезненный,0.2682440432191339,0.2682440432191339,lexical
title_tfidf__перианальный,-0.267396605000544,0.267396605000544,lexical
narrative_tfidf__сосудистый,0.26655544265697856,0.26655544265697856,lexical
title_tfidf__симптомный,0.2665457694941214,0.2665457694941214,lexical
narrative_tfidf__врач,0.2662363952316087,0.2662363952316087,lexical
narrative_tfidf__spo,0.26582647481130456,0.26582647481130456,lexical
narrative_tfidf__бледный,0.2657016240946395,0.2657016240946395,lexical
narrative_tfidf__дз,-0.2656586607396312,0.2656586607396312,lexical
narrative_tfidf__одышка,0.2656305086841399,0.2656305086841399,lexical
narrative_tfidf__большой,-0.2639865267479915,0.2639865267479915,lexical
h8_numeric__condition_contradiction,0.2636362267381091,0.2636362267381091,contradiction
narrative_tfidf__сторона,0.2635840873594699,0.2635840873594699,lexical
narrative_tfidf__кожный,0.2625737879942211,0.2625737879942211,lexical
title_tfidf__крона,-0.2606035393103832,0.2606035393103832,lexical
narrative_tfidf__поверхность,0.26031288245166406,0.26031288245166406,lexical
narrative_tfidf__приготовление,-0.2602989060940972,0.2602989060940972,lexical
narrative_tfidf__мясо,-0.2602989060940972,0.2602989060940972,lexical
narrative_tfidf__диастолический,-0.2602989060940972,0.2602989060940972,lexical
narrative_tfidf__отказаться,-0.26015815425659894,0.26015815425659894,lexical
narrative_tfidf__гипертрихоз,-0.25998967439780085,0.25998967439780085,lexical
narrative_tfidf__бессрочно,-0.25988041479649016,0.25988041479649016,lexical
narrative_tfidf__ожирение,0.2591527532100353,0.2591527532100353,lexical
narrative_tfidf__слабо,0.257926334897168,0.257926334897168,lexical
title_tfidf__медикаментозный,0.25786727326575093,0.25786727326575093,lexical
narrative_tfidf__супруг,-0.2575064234500098,0.2575064234500098,lexical
narrative_tfidf__спазмировать,-0.2561363894713008,0.2561363894713008,lexical
narrative_tfidf__конс,0.2554484938005985,0.2554484938005985,lexical
narrative_tfidf__удовть,-0.2549037317730118,0.2549037317730118,lexical
narrative_tfidf__тв,-0.2549037317730118,0.2549037317730118,lexical
narrative_tfidf__эпизод,0.25434145281739906,0.25434145281739906,lexical
narrative_tfidf__сердце,0.2542703560170792,0.2542703560170792,lexical
narrative_tfidf__адекватный,-0.2538164589783885,0.2538164589783885,lexical
narrative_tfidf__стенка,0.2517291195840981,0.2517291195840981,lexical
narrative_tfidf__околопупочный,-0.2513221162490026,0.2513221162490026,lexical
narrative_tfidf__подвижный,-0.25063624400049844,0.25063624400049844,lexical
narrative_tfidf__покой,0.2481577966868833,0.2481577966868833,lexical
narrative_tfidf__отсутствие,-0.24716940938424511,0.24716940938424511,negation
narrative_tfidf__объективный,0.24700789568994705,0.24700789568994705,lexical
title_tfidf__сустав,-0.24676522097531808,0.24676522097531808,lexical
title_tfidf__область,-0.24676522097531808,0.24676522097531808,lexical
title_tfidf__фасеточный,-0.24676522097531808,0.24676522097531808,lexical
title_tfidf__процедура,-0.24676522097531808,0.24676522097531808,lexical
title_tfidf__дугоотростчатый,-0.24676522097531808,0.24676522097531808,lexical
title_tfidf__дегенеративный,-0.24676522097531808,0.24676522097531808,lexical
title_tfidf__интервенционный,-0.24676522097531808,0.24676522097531808,lexical
title_tfidf__заболевание,-0.24676522097531808,0.24676522097531808,lexical
title_tfidf__вмешательство,-0.24676522097531808,0.24676522097531808,lexical
narrative_tfidf__стопа,0.24584206576467083,0.24584206576467083,lexical
narrative_tfidf__жжение,0.2451771874638443,0.2451771874638443,lexical
narrative_tfidf__боковой,0.24479755808127288,0.24479755808127288,lexical
narrative_tfidf__осложнение,0.24413928613290323,0.24413928613290323,lexical
narrative_tfidf__влево,0.24403923440962394,0.24403923440962394,lexical
narrative_tfidf__миндалина,0.2438904585738817,0.2438904585738817,lexical
narrative_tfidf__примерно,-0.24353694643813184,0.24353694643813184,lexical
h8_numeric__contradiction_count,0.2434629744771204,0.2434629744771204,contradiction
narrative_tfidf__рот,0.2427559113745133,0.2427559113745133,lexical
narrative_tfidf__учащённый,0.24197245970135886,0.24197245970135886,lexical
title_tfidf__консервативный,0.24152311459245665,0.24152311459245665,lexical
narrative_tfidf__мочь,0.23988131256535422,0.23988131256535422,lexical
narrative_tfidf__аритмия,0.23972912766097745,0.23972912766097745,lexical
narrative_tfidf__часы,-0.23955926345368553,0.23955926345368553,lexical
narrative_tfidf__связать,0.23916798270532882,0.23916798270532882,lexical
narrative_tfidf__предсердие,0.23916798270532882,0.23916798270532882,lexical
narrative_tfidf__фибрилляция,0.23916798270532882,0.23916798270532882,lexical
narrative_tfidf__ммртст,0.23747740402202902,0.23747740402202902,lexical
narrative_tfidf__межреберье,-0.23744136678036193,0.23744136678036193,lexical
narrative_tfidf__аускультация,0.2374244387939771,0.2374244387939771,lexical
narrative_tfidf__тахикардия,-0.237262867545111,0.237262867545111,lexical
narrative_tfidf__исследование,-0.23711345475799298,0.23711345475799298,lexical
narrative_tfidf__яблоко,0.23618962510663183,0.23618962510663183,lexical
narrative_tfidf__оба,0.23369162343809327,0.23369162343809327,lexical
title_tfidf__бк,-0.23263829188272803,0.23263829188272803,lexical
narrative_tfidf__физический,0.23031219024260144,0.23031219024260144,lexical
narrative_tfidf__хирург,0.23027271979594138,0.23027271979594138,lexical
narrative_tfidf__аутоиммунный,0.22988037758752128,0.22988037758752128,lexical
narrative_tfidf__физиологический,0.2296446778752618,0.2296446778752618,lexical
narrative_tfidf__телмисартан,-0.2285446610611272,0.2285446610611272,lexical
narrative_tfidf__артерия,0.22832004699443972,0.22832004699443972,lexical
narrative_tfidf__активно,0.22755501478602627,0.22755501478602627,lexical
narrative_tfidf__диагноз,-0.22697157934736473,0.22697157934736473,lexical
narrative_tfidf__пилори,-0.2255408699706783,0.2255408699706783,lexical
narrative_tfidf__есть,0.2254666159599082,0.2254666159599082,lexical
narrative_tfidf__аллопуринол,0.22403264735096914,0.22403264735096914,lexical
narrative_tfidf__губа,0.22386312214563836,0.22386312214563836,lexical
title_tfidf__локализация,-0.22313980144978376,0.22313980144978376,lexical
narrative_tfidf__звучность,-0.22249441123649072,0.22249441123649072,lexical
narrative_tfidf__тенезм,-0.22249441123649072,0.22249441123649072,lexical
narrative_tfidf__удовлетворительный,0.22180399226040165,0.22180399226040165,lexical
narrative_tfidf__положение,0.2209201320181768,0.2209201320181768,lexical
narrative_tfidf__аллерген,0.2200687190951878,0.2200687190951878,lexical
narrative_tfidf__являться,-0.21993997259191425,0.21993997259191425,lexical
narrative_tfidf__брюшной,0.21991242577672815,0.21991242577672815,lexical
title_tfidf__левый,0.21974471785289285,0.21974471785289285,lexical
title_tfidf__желудочек,0.21974471785289285,0.21974471785289285,lexical
narrative_tfidf__вправо,0.21971483907577277,0.21971483907577277,lexical
narrative_tfidf__болеть,-0.21914806201927722,0.21914806201927722,lexical
narrative_tfidf__глухой,0.21893467367738176,0.21893467367738176,lexical
narrative_tfidf__преднизолон,-0.21783269422105753,0.21783269422105753,lexical
narrative_tfidf__гемотрансфузия,-0.21541088197558575,0.21541088197558575,lexical
narrative_tfidf__работать,-0.21519671273167265,0.21519671273167265,lexical
narrative_tfidf__лимфоузел,0.21498218592333035,0.21498218592333035,lexical
title_tfidf__рак,0.21486670971618055,0.21486670971618055,lexical
narrative_tfidf__имт,0.21412925025360935,0.21412925025360935,lexical
narrative_tfidf__статус,0.21393013519490553,0.21393013519490553,lexical
narrative_tfidf__внизу,-0.21350029144304533,0.21350029144304533,lexical
narrative_tfidf__отменить,-0.21271911864087575,0.21271911864087575,lexical
narrative_tfidf__периодически,-0.2125743472570178,0.2125743472570178,lexical
narrative_tfidf__холестерин,0.21200116262476718,0.21200116262476718,lexical
narrative_tfidf__обп,0.21073394207250967,0.21073394207250967,lexical
narrative_tfidf__соска,-0.21013004339025207,0.21013004339025207,lexical
narrative_tfidf__холецистит,0.20949280832613967,0.20949280832613967,lexical
narrative_tfidf__височный,-0.20942728720473014,0.20942728720473014,lexical
narrative_tfidf__сердечно,0.2085458367041744,0.2085458367041744,lexical
narrative_tfidf__дыхание,0.20713478543874655,0.20713478543874655,lexical
narrative_tfidf__общий,0.20703528007225366,0.20703528007225366,lexical
narrative_tfidf__реакт,-0.20701613908387223,0.20701613908387223,lexical
narrative_tfidf__ерон,-0.20701613908387223,0.20701613908387223,lexical
narrative_tfidf__кончультировать,-0.20701613908387223,0.20701613908387223,lexical
narrative_tfidf__данный,-0.20525189290942306,0.20525189290942306,lexical
narrative_tfidf__вирусный,-0.20422386329884978,0.20422386329884978,lexical
narrative_tfidf__весь,-0.20398925401787218,0.20398925401787218,lexical
narrative_tfidf__пациент,-0.20396706197740622,0.20396706197740622,lexical
narrative_tfidf__пол,-0.20333070452358476,0.20333070452358476,lexical
narrative_tfidf__эхокг,0.20326521050056354,0.20326521050056354,lexical
narrative_tfidf__головокружение,-0.20324498756756562,0.20324498756756562,lexical
narrative_tfidf__колопроктолог,-0.20321281026637192,0.20321281026637192,lexical
narrative_tfidf__пульс,0.20208107659402444,0.20208107659402444,lexical
title_tfidf__амиодарон,0.20204714486219846,0.20204714486219846,lexical
narrative_tfidf__мама,0.20193810032956208,0.20193810032956208,lexical
narrative_tfidf__разновидность,0.20193810032956208,0.20193810032956208,lexical
narrative_tfidf__летний,0.20193810032956208,0.20193810032956208,lexical
narrative_tfidf__вечером,0.2013157511057622,0.2013157511057622,lexical
narrative_tfidf__сопутствовать,-0.20123944505908234,0.20123944505908234,lexical
narrative_tfidf__цианоз,0.20080884990187897,0.20080884990187897,lexical
narrative_tfidf__липидограмма,0.20077803358509685,0.20077803358509685,lexical
narrative_tfidf__хаит,0.2000574456790066,0.2000574456790066,lexical
narrative_tfidf__низкий,0.20002367064445434,0.20002367064445434,lexical
narrative_tfidf__беловатый,0.1989532803900777,0.1989532803900777,lexical
narrative_tfidf__конечность,-0.19882571694487125,0.19882571694487125,lexical
narrative_tfidf__умеренный,-0.19854980961874097,0.19854980961874097,lexical
narrative_tfidf__явиться,0.19830777662462834,0.19830777662462834,lexical
narrative_tfidf__затруднить,-0.1974428786614039,0.1974428786614039,lexical
narrative_tfidf__что,-0.19716272735322654,0.19716272735322654,lexical
narrative_tfidf__неувеличить,-0.19672622009482643,0.19672622009482643,lexical
narrative_tfidf__волос,0.19623717953008488,0.19623717953008488,lexical
narrative_tfidf__выпадение,0.19623717953008488,0.19623717953008488,lexical
narrative_tfidf__несколько,-0.19622346400692814,0.19622346400692814,lexical
narrative_tfidf__ход,-0.19571889337375944,0.19571889337375944,lexical
narrative_tfidf__слизистый,0.19529010789401569,0.19529010789401569,lexical
narrative_tfidf__вредный,-0.1948862857247867,0.1948862857247867,lexical
narrative_tfidf__эксперт,0.194132031765815,0.194132031765815,lexical
narrative_tfidf__перебой,0.19373570233006993,0.19373570233006993,lexical
narrative_tfidf__час,-0.19328444641664777,0.19328444641664777,lexical
narrative_tfidf__группа,-0.19314998850518814,0.19314998850518814,lexical
narrative_tfidf__тироксин,0.19312653066505645,0.19312653066505645,lexical
narrative_tfidf__работа,0.19239757422707363,0.19239757422707363,lexical
narrative_tfidf__расширить,0.19207841749197302,0.19207841749197302,lexical
narrative_tfidf__провести,-0.1920043941808397,0.1920043941808397,lexical
title_tfidf__индуцировать,0.19134628863131475,0.19134628863131475,lexical
narrative_tfidf__пульсация,0.19117245446762698,0.19117245446762698,lexical
narrative_tfidf__стоп,0.1904136390193498,0.1904136390193498,lexical
narrative_tfidf__беременность,0.19018478172009193,0.19018478172009193,lexical
narrative_tfidf__понос,0.18954799800100983,0.18954799800100983,lexical
narrative_tfidf__гепатит,-0.18947513423068732,0.18947513423068732,lexical
narrative_tfidf__тест,-0.18943768201374914,0.18943768201374914,lexical
narrative_tfidf__риск,0.18937277677922582,0.18937277677922582,lexical
narrative_tfidf__среднее,-0.18885316107033343,0.18885316107033343,lexical
narrative_tfidf__дневный,-0.18885316107033343,0.18885316107033343,lexical
narrative_tfidf__видимый,0.18870069209387752,0.18870069209387752,lexical
narrative_tfidf__неврологический,0.18817581740748687,0.18817581740748687,lexical
narrative_tfidf__позвоночник,0.18816502690674575,0.18816502690674575,lexical
narrative_tfidf__сустав,-0.1840931291968922,0.1840931291968922,lexical
narrative_tfidf__крона,-0.18316705510068143,0.18316705510068143,lexical
narrative_tfidf__подкожный,-0.1825885605301949,0.1825885605301949,lexical
narrative_tfidf__длительно,0.1818224680069989,0.1818224680069989,lexical
narrative_tfidf__пациентка,0.18066041679221534,0.18066041679221534,lexical
narrative_tfidf__отр,0.18019111836817378,0.18019111836817378,lexical
narrative_tfidf__аит,0.17993275750223583,0.17993275750223583,lexical
title_tfidf__отдельный,0.17916752291959298,0.17916752291959298,lexical
narrative_tfidf__проекция,0.1789528270714892,0.1789528270714892,lexical
narrative_tfidf__узи,0.17893807989351176,0.17893807989351176,lexical
narrative_tfidf__плохой,0.178167008825258,0.178167008825258,lexical
narrative_tfidf__родственник,-0.17800373396230101,0.17800373396230101,lexical
narrative_tfidf__показатель,0.177864057112637,0.177864057112637,lexical
narrative_tfidf__сд,0.1777269237767114,0.1777269237767114,lexical
narrative_tfidf__сохраняться,-0.17751314575805718,0.17751314575805718,lexical
narrative_tfidf__терапевт,0.17688410361855345,0.17688410361855345,lexical
narrative_tfidf__недомогание,0.17659227591568488,0.17659227591568488,lexical
narrative_tfidf__звучный,-0.176467961000058,0.176467961000058,lexical
narrative_tfidf__ваш,-0.17625784488494364,0.17625784488494364,lexical
narrative_tfidf__аллергологический,-0.17613634305094045,0.17613634305094045,lexical
narrative_tfidf__реакция,0.17607315548784375,0.17607315548784375,lexical
narrative_tfidf__сохранить,-0.17590614360080223,0.17590614360080223,lexical
narrative_tfidf__лопатка,-0.1754330695821044,0.1754330695821044,lexical
narrative_tfidf__плечевой,-0.1754330695821044,0.1754330695821044,lexical
narrative_tfidf__кисть,-0.1754330695821044,0.1754330695821044,lexical
narrative_tfidf__распространение,-0.1754330695821044,0.1754330695821044,lexical
narrative_tfidf__затылок,-0.1754330695821044,0.1754330695821044,lexical
narrative_tfidf__голенйцианоз,-0.1749790609988695,0.1749790609988695,lexical
narrative_tfidf__сравнить,-0.1749790609988695,0.1749790609988695,lexical
narrative_tfidf__сотка,-0.1749790609988695,0.1749790609988695,lexical
narrative_tfidf__систола,-0.1749790609988695,0.1749790609988695,lexical
narrative_tfidf__трофический,-0.1749790609988695,0.1749790609988695,lexical
narrative_tfidf__измение,-0.1749790609988695,0.1749790609988695,lexical
narrative_tfidf__инвал,-0.1749790609988695,0.1749790609988695,lexical
narrative_tfidf__тесный,0.1748713498568856,0.1748713498568856,lexical
